문의번호,접수일시,접수월,접수요일,접수시간대,지역,문의채널,문의유형,우선순위,처리상태,처리담당자,처리시간(분),고객만족도,SLA준수
INQ-20241239,2024-03-18 21:13,2024-03,월,21시,전남,채팅,상품문의,보통,재문의,최현우,,,미결
INQ-20243540,2024-03-18 22:04,2024-03,월,22시,인천,이메일,계정문의,낮음,처리완료,윤지아,13.0,3.0,Y
INQ-20240319,2024-03-18 23:06,2024-03,월,23시,서울,전화,서비스불만,낮음,처리완료,이재원,2.0,3.0,Y
INQ-20240063,2024-03-18 23:44,2024-03,월,23시,서울,채팅,배송문의,보통,처리중,장현석,,,미결
INQ-20244547,2024-03-19 01:36,2024-03,화,01시,경기,이메일,반품/교환,높음,처리완료,한승호,34.0,3.0,Y
INQ-20242641,2024-03-19 03:46,2024-03,화,03시,경기,앱,반품/교환,높음,처리완료,정다은,42.0,4.0,Y
INQ-20243774,2024-03-19 04:28,2024-03,화,04시,서울,채팅,반품/교환,낮음,재문의,박소연,,,미결
INQ-20244614,2024-03-19 05:58,2024-03,화,05시,충남,전화,반품/교환,보통,처리완료,최현우,38.0,3.0,Y
INQ-20242261,2024-03-19 07:39,2024-03,화,07시,경기,전화,배송문의,낮음,대기,김민지,,,미결
INQ-20242357,2024-03-19 09:38,2024-03,화,09시,경기,전화,상품문의,낮음,처리중,한승호,,,미결
INQ-20241360,2024-03-19 09:59,2024-03,화,09시,부산,채팅,배송문의,높음,대기,김민지,,,미결
INQ-20243448,2024-03-19 10:30,2024-03,화,10시,대구,전화,반품/교환,높음,처리중,장현석,,,미결
INQ-20241403,2024-03-19 12:49,2024-03,화,12시,인천,이메일,계정문의,보통,처리완료,이재원,33.0,4.0,Y
INQ-20242677,2024-03-19 13:36,2024-03,화,13시,부산,이메일,상품문의,보통,처리완료,윤지아,12.0,3.0,Y
INQ-20244239,2024-03-19 14:41,2024-03,화,14시,경기,전화,반품/교환,보통,처리완료,정다은,18.0,4.0,Y
INQ-20244973,2024-03-19 18:25,2024-03,화,18시,강원,채팅,배송문의,보통,처리완료,장현석,13.0,3.0,Y
INQ-20244125,2024-03-19 19:03,2024-03,화,19시,서울,채팅,계정문의,높음,처리완료,최현우,46.0,4.0,N
INQ-20243843,2024-03-19 19:44,2024-03,화,19시,서울,이메일,결제문의,높음,처리중,이재원,,,미결
INQ-20242569,2024-03-19 21:03,2024-03,화,21시,경기,전화,계정문의,보통,처리완료,정다은,35.0,4.0,Y
INQ-20241559,2024-03-19 21:54,2024-03,화,21시,서울,이메일,상품문의,보통,재문의,김민지,,,미결
INQ-20240049,2024-03-20 02:06,2024-03,수,02시,경기,이메일,배송문의,높음,처리완료,장현석,17.0,3.0,Y
INQ-20242269,2024-03-20 03:36,2024-03,수,03시,경기,앱,상품문의,높음,처리완료,김민지,19.0,5.0,N
INQ-20243697,2024-03-20 04:01,2024-03,수,04시,전북,채팅,상품문의,낮음,처리완료,박소연,21.0,5.0,N
INQ-20244484,2024-03-20 05:12,2024-03,수,05시,경기,채팅,배송문의,높음,처리완료,정다은,17.0,4.0,Y
INQ-20240742,2024-03-20 13:27,2024-03,수,13시,서울,채팅,결제문의,보통,처리중,김민지,,,미결
INQ-20242794,2024-03-20 15:20,2024-03,수,15시,서울,카카오톡,반품/교환,낮음,처리완료,박소연,53.0,3.0,Y
INQ-20242202,2024-03-20 19:44,2024-03,수,19시,부산,전화,상품문의,낮음,처리완료,박소연,9.0,4.0,Y
INQ-20241364,2024-03-20 21:08,2024-03,수,21시,충남,채팅,결제문의,보통,재문의,김민지,,,미결
INQ-20243712,2024-03-20 21:12,2024-03,수,21시,대구,채팅,배송문의,보통,처리완료,최현우,4.0,5.0,Y
INQ-20240028,2024-03-20 22:36,2024-03,수,22시,부산,전화,배송문의,보통,처리완료,정다은,5.0,4.0,Y
INQ-20243700,2024-03-21 00:28,2024-03,목,00시,서울,이메일,계정문의,보통,처리중,한승호,,,미결
INQ-20242896,2024-03-21 01:58,2024-03,목,01시,부산,채팅,상품문의,보통,재문의,장현석,,,미결
INQ-20242754,2024-03-21 03:16,2024-03,목,03시,경기,채팅,반품/교환,보통,처리완료,이재원,28.0,4.0,Y
INQ-20241483,2024-03-21 04:39,2024-03,목,04시,경기,채팅,서비스불만,낮음,처리완료,장현석,48.0,4.0,Y
INQ-20244871,2024-03-21 05:27,2024-03,목,05시,경기,카카오톡,배송문의,높음,처리완료,윤지아,27.0,5.0,N
INQ-20243220,2024-03-21 08:32,2024-03,목,08시,서울,전화,반품/교환,보통,대기,장현석,,,미결
INQ-20243171,2024-03-21 12:09,2024-03,목,12시,인천,이메일,배송문의,보통,처리중,이재원,,,미결
INQ-20244378,2024-03-21 14:26,2024-03,목,14시,대구,채팅,결제문의,보통,처리완료,정다은,15.0,5.0,Y
INQ-20240869,2024-03-21 16:54,2024-03,목,16시,서울,이메일,반품/교환,보통,처리완료,김민지,51.0,4.0,Y
INQ-20241499,2024-03-21 16:54,2024-03,목,16시,강원,카카오톡,결제문의,보통,처리완료,김민지,13.0,5.0,Y
INQ-20240988,2024-03-21 19:06,2024-03,목,19시,서울,채팅,계정문의,보통,처리완료,이재원,25.0,4.0,Y
INQ-20243780,2024-03-21 23:36,2024-03,목,23시,전남,앱,기타,보통,대기,장현석,,,미결
INQ-20244923,2024-03-22 01:50,2024-03,금,01시,서울,채팅,계정문의,보통,처리중,이재원,,,미결
INQ-20241423,2024-03-22 02:40,2024-03,금,02시,경기,채팅,서비스불만,보통,재문의,김민지,,,미결
INQ-20240820,2024-03-22 04:16,2024-03,금,04시,인천,이메일,반품/교환,보통,처리완료,이재원,46.0,4.0,Y
INQ-20241799,2024-03-22 04:22,2024-03,금,04시,경기,앱,계정문의,낮음,처리중,한승호,,,미결
INQ-20241647,2024-03-22 05:24,2024-03,금,05시,전남,이메일,계정문의,낮음,처리완료,윤지아,21.0,4.0,Y
INQ-20240671,2024-03-22 09:43,2024-03,금,09시,경기,전화,반품/교환,보통,처리완료,최현우,34.0,5.0,Y
INQ-20243705,2024-03-22 09:58,2024-03,금,09시,서울,전화,배송문의,보통,처리완료,최현우,14.0,1.0,Y
INQ-20240001,2024-03-22 10:39,2024-03,금,10시,대구,전화,배송문의,보통,처리완료,이재원,18.0,4.0,Y
INQ-20243450,2024-03-22 14:21,2024-03,금,14시,경기,카카오톡,배송문의,보통,처리완료,장현석,10.0,4.0,Y
INQ-20242958,2024-03-22 16:09,2024-03,금,16시,강원,이메일,결제문의,보통,대기,윤지아,,,미결
INQ-20244933,2024-03-22 16:20,2024-03,금,16시,대구,전화,결제문의,보통,처리완료,이재원,9.0,4.0,Y
INQ-20240019,2024-03-22 20:01,2024-03,금,20시,경기,카카오톡,계정문의,보통,대기,김민지,,,미결
INQ-20242741,2024-03-22 20:09,2024-03,금,20시,부산,앱,배송문의,낮음,처리완료,이재원,13.0,4.0,Y
INQ-20242110,2024-03-22 22:35,2024-03,금,22시,경기,이메일,계정문의,높음,처리완료,윤지아,46.0,4.0,N
INQ-20244591,2024-03-22 22:59,2024-03,금,22시,경기,전화,배송문의,낮음,처리완료,최현우,1.0,4.0,Y
INQ-20242447,2024-03-22 23:28,2024-03,금,23시,경남,이메일,배송문의,보통,처리완료,이재원,29.0,4.0,N
INQ-20242681,2024-03-23 01:14,2024-03,토,01시,인천,전화,결제문의,보통,처리완료,김민지,14.0,4.0,Y
INQ-20240837,2024-03-23 03:51,2024-03,토,03시,서울,채팅,서비스불만,보통,처리완료,정다은,72.0,4.0,N
INQ-20241655,2024-03-23 04:11,2024-03,토,04시,대구,이메일,계정문의,높음,대기,장현석,,,미결
INQ-20241868,2024-03-23 08:35,2024-03,토,08시,경기,전화,배송문의,보통,대기,정다은,,,미결
INQ-20242158,2024-03-23 09:10,2024-03,토,09시,서울,전화,반품/교환,낮음,처리중,한승호,,,미결
INQ-20244833,2024-03-23 14:45,2024-03,토,14시,경남,카카오톡,기타,낮음,처리완료,윤지아,19.0,5.0,Y
INQ-20240908,2024-03-23 15:08,2024-03,토,15시,경기,전화,반품/교환,낮음,처리중,박소연,,,미결
INQ-20243762,2024-03-23 17:34,2024-03,토,17시,서울,이메일,상품문의,보통,처리완료,윤지아,1.0,5.0,Y
INQ-20241257,2024-03-23 18:41,2024-03,토,18시,서울,채팅,서비스불만,높음,처리완료,박소연,32.0,4.0,Y
INQ-20242197,2024-03-23 19:15,2024-03,토,19시,인천,카카오톡,결제문의,높음,처리완료,한승호,23.0,4.0,Y
INQ-20241202,2024-03-23 19:53,2024-03,토,19시,경기,전화,상품문의,낮음,대기,이재원,,,미결
INQ-20242013,2024-03-23 22:17,2024-03,토,22시,부산,채팅,반품/교환,낮음,처리완료,장현석,40.0,4.0,Y
INQ-20240113,2024-03-23 23:52,2024-03,토,23시,부산,이메일,배송문의,보통,대기,정다은,,,미결
INQ-20240900,2024-03-24 01:34,2024-03,일,01시,인천,전화,배송문의,보통,처리중,장현석,,,미결
INQ-20244536,2024-03-24 02:43,2024-03,일,02시,경기,전화,배송문의,보통,대기,최현우,,,미결
INQ-20244214,2024-03-24 03:33,2024-03,일,03시,경기,이메일,반품/교환,보통,처리중,윤지아,,,미결
INQ-20244561,2024-03-24 03:41,2024-03,일,03시,충남,채팅,배송문의,높음,처리완료,한승호,16.0,3.0,Y
INQ-20243195,2024-03-24 07:03,2024-03,일,07시,서울,채팅,배송문의,보통,처리완료,이재원,16.0,5.0,Y
INQ-20243300,2024-03-24 07:08,2024-03,일,07시,대구,이메일,결제문의,보통,처리중,윤지아,,,미결
INQ-20242286,2024-03-24 08:13,2024-03,일,08시,서울,앱,반품/교환,보통,처리완료,정다은,18.0,5.0,Y
INQ-20242692,2024-03-24 10:38,2024-03,일,10시,경기,채팅,결제문의,낮음,처리완료,이재원,22.0,5.0,Y
INQ-20243486,2024-03-24 13:00,2024-03,일,13시,전북,이메일,결제문의,보통,재문의,김민지,,,미결
INQ-20240345,2024-03-24 13:21,2024-03,일,13시,충북,전화,계정문의,낮음,처리완료,정다은,6.0,5.0,Y
INQ-20243365,2024-03-24 14:21,2024-03,일,14시,서울,전화,서비스불만,보통,처리완료,김민지,60.0,3.0,Y
INQ-20240078,2024-03-24 18:36,2024-03,일,18시,인천,채팅,배송문의,보통,처리완료,정다은,15.0,5.0,Y
INQ-20241009,2024-03-24 20:33,2024-03,일,20시,서울,앱,결제문의,높음,처리완료,이재원,19.0,5.0,Y
INQ-20241337,2024-03-24 20:39,2024-03,일,20시,경기,전화,반품/교환,보통,처리중,이재원,,,미결
INQ-20244301,2024-03-24 22:31,2024-03,일,22시,부산,이메일,결제문의,보통,처리완료,이재원,13.0,3.0,Y
INQ-20241330,2024-03-24 23:04,2024-03,일,23시,경기,카카오톡,배송문의,높음,처리완료,박소연,9.0,5.0,Y
INQ-20242555,2024-03-24 23:15,2024-03,일,23시,부산,전화,계정문의,보통,처리완료,한승호,20.0,5.0,Y
INQ-20244689,2024-03-25 02:33,2024-03,월,02시,서울,이메일,반품/교환,높음,처리완료,최현우,46.0,3.0,Y
INQ-20244710,2024-03-25 05:11,2024-03,월,05시,경기,이메일,배송문의,보통,처리완료,윤지아,16.0,4.0,Y
INQ-20242245,2024-03-25 05:44,2024-03,월,05시,서울,전화,배송문의,높음,처리완료,최현우,12.0,4.0,Y
INQ-20241054,2024-03-25 06:04,2024-03,월,06시,서울,전화,반품/교환,낮음,처리완료,한승호,36.0,4.0,Y
INQ-20244041,2024-03-25 06:28,2024-03,월,06시,경기,채팅,서비스불만,높음,처리중,한승호,,,미결
INQ-20240388,2024-03-25 08:36,2024-03,월,08시,서울,전화,결제문의,낮음,처리완료,최현우,18.0,4.0,Y
INQ-20240052,2024-03-25 08:44,2024-03,월,08시,서울,카카오톡,배송문의,낮음,처리완료,김민지,9.0,4.0,Y
INQ-20242073,2024-03-25 08:50,2024-03,월,08시,인천,채팅,배송문의,보통,처리완료,이재원,10.0,4.0,Y
INQ-20243266,2024-03-25 09:54,2024-03,월,09시,경기,채팅,배송문의,보통,처리중,장현석,,,미결
INQ-20241465,2024-03-25 10:03,2024-03,월,10시,경기,채팅,반품/교환,보통,재문의,이재원,,,미결
INQ-20241149,2024-03-25 14:37,2024-03,월,14시,서울,이메일,결제문의,높음,처리완료,이재원,33.0,4.0,N
INQ-20241154,2024-03-25 14:49,2024-03,월,14시,경남,전화,배송문의,보통,처리완료,최현우,18.0,5.0,Y
INQ-20242706,2024-03-25 14:49,2024-03,월,14시,광주,전화,반품/교환,보통,처리완료,김민지,41.0,2.0,Y
INQ-20243354,2024-03-25 19:26,2024-03,월,19시,광주,전화,상품문의,보통,처리완료,장현석,10.0,5.0,Y
INQ-20244666,2024-03-25 19:48,2024-03,월,19시,대전,전화,상품문의,보통,처리중,정다은,,,미결
INQ-20243234,2024-03-25 20:21,2024-03,월,20시,충북,전화,배송문의,보통,처리중,정다은,,,미결
INQ-20241899,2024-03-25 21:48,2024-03,월,21시,경기,전화,배송문의,낮음,처리중,김민지,,,미결
INQ-20241155,2024-03-25 22:06,2024-03,월,22시,경기,채팅,배송문의,보통,처리완료,김민지,9.0,5.0,Y
INQ-20243921,2024-03-25 22:48,2024-03,월,22시,서울,전화,상품문의,높음,처리완료,정다은,14.0,3.0,Y
INQ-20243471,2024-03-26 01:59,2024-03,화,01시,경기,채팅,상품문의,낮음,처리완료,윤지아,8.0,2.0,Y
INQ-20241759,2024-03-26 02:01,2024-03,화,02시,제주,카카오톡,배송문의,낮음,처리완료,한승호,13.0,5.0,Y
INQ-20241629,2024-03-26 03:20,2024-03,화,03시,경기,이메일,반품/교환,보통,처리완료,장현석,62.0,5.0,N
INQ-20240832,2024-03-26 12:16,2024-03,화,12시,경기,전화,반품/교환,보통,처리완료,박소연,19.0,4.0,Y
INQ-20240965,2024-03-26 12:41,2024-03,화,12시,서울,이메일,서비스불만,보통,처리완료,김민지,47.0,3.0,Y
INQ-20243013,2024-03-26 13:15,2024-03,화,13시,경기,카카오톡,배송문의,보통,처리완료,김민지,15.0,2.0,Y
INQ-20241710,2024-03-26 21:59,2024-03,화,21시,전남,앱,배송문의,보통,처리완료,윤지아,1.0,4.0,Y
INQ-20243676,2024-03-26 23:28,2024-03,화,23시,경기,채팅,반품/교환,보통,처리완료,정다은,23.0,3.0,Y
INQ-20240728,2024-03-27 01:05,2024-03,수,01시,경기,전화,배송문의,낮음,처리완료,이재원,13.0,3.0,Y
INQ-20241895,2024-03-27 01:24,2024-03,수,01시,서울,채팅,반품/교환,보통,대기,박소연,,,미결
INQ-20241992,2024-03-27 02:16,2024-03,수,02시,경북,전화,기타,보통,처리완료,정다은,9.0,5.0,Y
INQ-20244708,2024-03-27 03:52,2024-03,수,03시,서울,전화,반품/교환,높음,처리완료,이재원,25.0,5.0,Y
INQ-20243641,2024-03-27 03:59,2024-03,수,03시,대구,채팅,결제문의,보통,처리완료,정다은,17.0,5.0,Y
INQ-20242884,2024-03-27 05:31,2024-03,수,05시,경기,전화,기타,높음,처리완료,장현석,23.0,3.0,N
INQ-20242992,2024-03-27 10:50,2024-03,수,10시,서울,전화,결제문의,보통,처리완료,장현석,1.0,4.0,Y
INQ-20243036,2024-03-27 11:50,2024-03,수,11시,경기,앱,배송문의,보통,처리중,박소연,,,미결
INQ-20242823,2024-03-27 14:05,2024-03,수,14시,서울,전화,계정문의,보통,대기,박소연,,,미결
INQ-20242334,2024-03-27 14:26,2024-03,수,14시,강원,전화,반품/교환,낮음,재문의,윤지아,,,미결
INQ-20243436,2024-03-27 16:25,2024-03,수,16시,경기,이메일,상품문의,높음,처리완료,김민지,11.0,5.0,Y
INQ-20240859,2024-03-27 17:37,2024-03,수,17시,경기,전화,계정문의,보통,처리완료,박소연,32.0,3.0,Y
INQ-20242169,2024-03-28 00:35,2024-03,목,00시,충남,이메일,상품문의,낮음,처리완료,최현우,11.0,2.0,Y
INQ-20243092,2024-03-28 06:26,2024-03,목,06시,경기,전화,결제문의,높음,처리완료,이재원,25.0,3.0,Y
INQ-20242813,2024-03-28 07:18,2024-03,목,07시,부산,전화,서비스불만,보통,처리완료,장현석,86.0,5.0,N
INQ-20241540,2024-03-28 08:08,2024-03,목,08시,제주,전화,결제문의,높음,처리완료,정다은,31.0,4.0,N
INQ-20241622,2024-03-28 11:00,2024-03,목,11시,전남,채팅,반품/교환,낮음,처리완료,김민지,31.0,2.0,Y
INQ-20241776,2024-03-28 11:53,2024-03,목,11시,광주,카카오톡,상품문의,보통,처리완료,김민지,13.0,3.0,Y
INQ-20241172,2024-03-28 18:09,2024-03,목,18시,서울,전화,배송문의,낮음,처리완료,최현우,13.0,5.0,Y
INQ-20244593,2024-03-28 18:14,2024-03,목,18시,경기,전화,배송문의,낮음,처리중,윤지아,,,미결
INQ-20241840,2024-03-29 00:29,2024-03,금,00시,경기,전화,배송문의,보통,대기,정다은,,,미결
INQ-20244850,2024-03-29 02:22,2024-03,금,02시,전남,채팅,서비스불만,낮음,처리완료,정다은,59.0,4.0,Y
INQ-20240794,2024-03-29 07:10,2024-03,금,07시,경기,전화,상품문의,보통,처리완료,박소연,2.0,3.0,Y
INQ-20242509,2024-03-29 08:00,2024-03,금,08시,서울,채팅,계정문의,높음,처리중,김민지,,,미결
INQ-20244369,2024-03-29 09:16,2024-03,금,09시,대전,전화,결제문의,보통,처리완료,김민지,9.0,4.0,Y
INQ-20241092,2024-03-29 15:39,2024-03,금,15시,경기,앱,배송문의,낮음,처리완료,한승호,11.0,4.0,Y
INQ-20242987,2024-03-29 18:56,2024-03,금,18시,충남,전화,결제문의,낮음,처리완료,정다은,12.0,3.0,Y
INQ-20240834,2024-03-29 20:11,2024-03,금,20시,충북,카카오톡,반품/교환,높음,처리완료,장현석,26.0,4.0,Y
INQ-20242821,2024-03-29 21:05,2024-03,금,21시,인천,이메일,배송문의,보통,재문의,윤지아,,,미결
INQ-20242368,2024-03-29 23:54,2024-03,금,23시,경기,전화,배송문의,보통,처리완료,이재원,10.0,3.0,Y
INQ-20240773,2024-03-30 01:26,2024-03,토,01시,충남,채팅,배송문의,높음,대기,박소연,,,미결
INQ-20242203,2024-03-30 05:20,2024-03,토,05시,경남,채팅,결제문의,보통,처리완료,박소연,21.0,3.0,Y
INQ-20243628,2024-03-30 05:43,2024-03,토,05시,경기,전화,계정문의,낮음,처리중,최현우,,,미결
INQ-20242230,2024-03-30 07:50,2024-03,토,07시,서울,이메일,결제문의,낮음,처리중,최현우,,,미결
INQ-20242104,2024-03-30 08:15,2024-03,토,08시,울산,이메일,배송문의,높음,처리완료,이재원,16.0,5.0,Y
INQ-20242833,2024-03-30 09:59,2024-03,토,09시,서울,전화,배송문의,보통,처리완료,이재원,1.0,4.0,Y
INQ-20243155,2024-03-30 10:54,2024-03,토,10시,충북,전화,결제문의,보통,처리완료,이재원,1.0,4.0,Y
INQ-20244317,2024-03-30 13:31,2024-03,토,13시,경북,채팅,반품/교환,보통,처리완료,정다은,51.0,3.0,Y
INQ-20243216,2024-03-30 13:35,2024-03,토,13시,경기,앱,반품/교환,낮음,처리완료,장현석,20.0,3.0,Y
INQ-20242487,2024-03-30 14:32,2024-03,토,14시,경기,카카오톡,반품/교환,낮음,재문의,최현우,,,미결
INQ-20242266,2024-03-30 16:14,2024-03,토,16시,서울,전화,배송문의,낮음,대기,최현우,,,미결
INQ-20244747,2024-03-30 16:45,2024-03,토,16시,서울,채팅,상품문의,낮음,재문의,윤지아,,,미결
INQ-20241324,2024-03-30 17:03,2024-03,토,17시,전북,전화,반품/교환,높음,대기,장현석,,,미결
INQ-20242653,2024-03-30 20:24,2024-03,토,20시,서울,전화,배송문의,낮음,처리완료,정다은,2.0,4.0,Y
INQ-20241143,2024-03-30 20:44,2024-03,토,20시,부산,카카오톡,배송문의,낮음,처리중,한승호,,,미결
INQ-20242700,2024-03-30 22:52,2024-03,토,22시,경기,전화,반품/교환,보통,대기,장현석,,,미결
INQ-20241249,2024-03-30 23:54,2024-03,토,23시,서울,전화,배송문의,높음,처리완료,윤지아,11.0,3.0,Y
INQ-20242358,2024-03-31 04:23,2024-03,일,04시,경북,전화,반품/교환,보통,처리완료,윤지아,20.0,5.0,Y
INQ-20243715,2024-03-31 05:16,2024-03,일,05시,경기,채팅,상품문의,보통,처리완료,최현우,12.0,4.0,Y
INQ-20242344,2024-03-31 05:40,2024-03,일,05시,경기,채팅,상품문의,보통,처리완료,정다은,1.0,4.0,Y
INQ-20240139,2024-03-31 08:52,2024-03,일,08시,서울,이메일,상품문의,보통,처리중,한승호,,,미결
